Region INDEX,Region,City INDEX,City,District INDEX,District
1,Akdeniz,1,Adana,1,Aladağ
1,Akdeniz,1,Adana,2,Ceyhan
1,Akdeniz,1,Adana,3,Feke
1,Akdeniz,1,Adana,4,İmamaoğlu
1,Akdeniz,1,Adana,5,Karaisalı
1,Akdeniz,1,Adana,6,Karataş
1,Akdeniz,1,Adana,7,Kozan
1,Akdeniz,1,Adana,8,Merkez
1,Akdeniz,1,Adana,9,Pozantı
1,Akdeniz,1,Adana,10,Saimbeyli
1,Akdeniz,1,Adana,11,Seyhan
1,Akdeniz,1,Adana,12,Tufanbeyli
1,Akdeniz,1,Adana,13,Yumurtalık
1,Akdeniz,1,Adana,14,Yüreğir
1,Akdeniz,2,Antalya,15,Akseki
1,Akdeniz,2,Antalya,16,Alanya
1,Akdeniz,2,Antalya,17,Elmalı
1,Akdeniz,2,Antalya,18,Finike
1,Akdeniz,2,Antalya,19,Gazipaşa
1,Akdeniz,2,Antalya,20,Gündoğmuş
1,Akdeniz,2,Antalya,21,İbradı
1,Akdeniz,2,Antalya,22,Kale
1,Akdeniz,2,Antalya,23,Kaş
1,Akdeniz,2,Antalya,24,Kemer
1,Akdeniz,2,Antalya,25,Korkuteli
1,Akdeniz,2,Antalya,26,Kumluca
1,Akdeniz,2,Antalya,27,Manavgat
1,Akdeniz,2,Antalya,28,Merkez
1,Akdeniz,2,Antalya,29,Serik
1,Akdeniz,3,Burdur,30,Ağlasun
1,Akdeniz,3,Burdur,31,Altınyayla
1,Akdeniz,3,Burdur,32,Bucak
1,Akdeniz,3,Burdur,33,Çavdır
1,Akdeniz,3,Burdur,34,Çeltikçi
1,Akdeniz,3,Burdur,35,Gölhisar
1,Akdeniz,3,Burdur,36,Karamanlı
1,Akdeniz,3,Burdur,37,Kemer
1,Akdeniz,3,Burdur,38,Merkez
1,Akdeniz,3,Burdur,39,Tefenni
1,Akdeniz,3,Burdur,40,Yeşilova
1,Akdeniz,4,Hatay,41,Altinözü
1,Akdeniz,4,Hatay,42,Belen
1,Akdeniz,4,Hatay,43,Dörtyol
1,Akdeniz,4,Hatay,44,Erzin
1,Akdeniz,4,Hatay,45,Hassa
1,Akdeniz,4,Hatay,46,Iskenderun
1,Akdeniz,4,Hatay,47,Kirikhan
1,Akdeniz,4,Hatay,48,Kumlu
1,Akdeniz,4,Hatay,49,Merkez
1,Akdeniz,4,Hatay,50,Reyhanli
1,Akdeniz,4,Hatay,51,Samandagi
1,Akdeniz,4,Hatay,52,Yayladagi
1,Akdeniz,5,İskenderun,53,İskenderun
1,Akdeniz,6,Isparta,54,Aksu
1,Akdeniz,6,Isparta,55,Atabey
1,Akdeniz,6,Isparta,56,Eğirdir
1,Akdeniz,6,Isparta,57,Gelendost
1,Akdeniz,6,Isparta,58,Gönen
1,Akdeniz,6,Isparta,59,Keçiborlu
1,Akdeniz,6,Isparta,60,Merkez
1,Akdeniz,6,Isparta,61,Şarkikarağaç
1,Akdeniz,6,Isparta,62,Senirkent
1,Akdeniz,6,Isparta,63,Sütçüler
1,Akdeniz,6,Isparta,64,Uluborlu
1,Akdeniz,6,Isparta,65,Yalvaç
1,Akdeniz,6,Isparta,66,Yenişarbademli
1,Akdeniz,7,K.Maraş,67,Afşin
1,Akdeniz,7,K.Maraş,68,Andırın
1,Akdeniz,7,K.Maraş,69,Çağlıyancerit
1,Akdeniz,7,K.Maraş,70,Elbistan
1,Akdeniz,7,K.Maraş,71,Göksun
1,Akdeniz,7,K.Maraş,72,Merkez
1,Akdeniz,7,K.Maraş,73,Pazarcık
1,Akdeniz,7,K.Maraş,74,Türkoğlu
1,Akdeniz,8,Mersin,75,Anamur
1,Akdeniz,8,Mersin,76,Aydıncık
1,Akdeniz,8,Mersin,77,Bozyazı
1,Akdeniz,8,Mersin,78,Çamlıyayla
1,Akdeniz,8,Mersin,79,Erdemli
1,Akdeniz,8,Mersin,80,Gülnar
1,Akdeniz,8,Mersin,81,Merkez
1,Akdeniz,8,Mersin,82,Mut
1,Akdeniz,8,Mersin,83,Silifke
1,Akdeniz,8,Mersin,84,Tarsus
1,Akdeniz,9,Osmaniye,85,Bahçe
1,Akdeniz,9,Osmaniye,86,Düziçi
1,Akdeniz,9,Osmaniye,87,Hasanbeyli
1,Akdeniz,9,Osmaniye,88,Kadirli
1,Akdeniz,9,Osmaniye,89,Merkez
1,Akdeniz,9,Osmaniye,90,Sumbas
1,Akdeniz,9,Osmaniye,91,Toprakkale
2,Doğu Anadolu,10,Ağrı,92,Diyadin
2,Doğu Anadolu,10,Ağrı,93,Doğubeyazıt
2,Doğu Anadolu,10,Ağrı,94,Eleşkirt
2,Doğu Anadolu,10,Ağrı,95,Hamur
2,Doğu Anadolu,10,Ağrı,96,Merkez
2,Doğu Anadolu,10,Ağrı,97,Patnos
2,Doğu Anadolu,10,Ağrı,98,Taşlıçay
2,Doğu Anadolu,10,Ağrı,99,Tutak
2,Doğu Anadolu,11,Ardahan,100,Çıldır
2,Doğu Anadolu,11,Ardahan,101,Damal
2,Doğu Anadolu,11,Ardahan,102,Göle
2,Doğu Anadolu,11,Ardahan,103,Hanak
2,Doğu Anadolu,11,Ardahan,104,Merkez
2,Doğu Anadolu,11,Ardahan,105,Posof
2,Doğu Anadolu,12,Bingöl,106,Adaklı
2,Doğu Anadolu,12,Bingöl,107,Genç
2,Doğu Anadolu,12,Bingöl,108,Karlıova
2,Doğu Anadolu,12,Bingöl,109,Kiği
2,Doğu Anadolu,12,Bingöl,110,Merkez
2,Doğu Anadolu,12,Bingöl,111,Solhan
2,Doğu Anadolu,12,Bingöl,112,Yayladere
2,Doğu Anadolu,12,Bingöl,113,Yedisu
2,Doğu Anadolu,13,Bitlis,114,Adilcevaz
2,Doğu Anadolu,13,Bitlis,115,Ahlat
2,Doğu Anadolu,13,Bitlis,116,Güroymak
2,Doğu Anadolu,13,Bitlis,117,Hizan
2,Doğu Anadolu,13,Bitlis,118,Merkez
2,Doğu Anadolu,13,Bitlis,119,Mutki
2,Doğu Anadolu,13,Bitlis,120,Tatvan
2,Doğu Anadolu,14,Elazığ,121,Ağın
2,Doğu Anadolu,14,Elazığ,122,Alacakaya
2,Doğu Anadolu,14,Elazığ,123,Arıcak
2,Doğu Anadolu,14,Elazığ,124,Baskil
2,Doğu Anadolu,14,Elazığ,125,Karakoçan
2,Doğu Anadolu,14,Elazığ,126,Keban
2,Doğu Anadolu,14,Elazığ,127,Kovancılar
2,Doğu Anadolu,14,Elazığ,128,Maden
2,Doğu Anadolu,14,Elazığ,129,Merkez
2,Doğu Anadolu,14,Elazığ,130,Palu
2,Doğu Anadolu,14,Elazığ,131,Sivrice
2,Doğu Anadolu,15,Erzincan,132,Çayırlı
2,Doğu Anadolu,15,Erzincan,133,İliç
2,Doğu Anadolu,15,Erzincan,134,Kemah
2,Doğu Anadolu,15,Erzincan,135,Kemaliye
2,Doğu Anadolu,15,Erzincan,136,Merkez
2,Doğu Anadolu,15,Erzincan,137,Otlukbeli
2,Doğu Anadolu,15,Erzincan,138,Refahiye
2,Doğu Anadolu,15,Erzincan,139,Tercan
2,Doğu Anadolu,15,Erzincan,140,Üzümlü
2,Doğu Anadolu,16,Erzurum,141,Aşkale
2,Doğu Anadolu,16,Erzurum,142,Çat
2,Doğu Anadolu,16,Erzurum,143,Hınıs
2,Doğu Anadolu,16,Erzurum,144,Horasan
2,Doğu Anadolu,16,Erzurum,145,Ilıca
2,Doğu Anadolu,16,Erzurum,146,İspir
2,Doğu Anadolu,16,Erzurum,147,Karaçoban
2,Doğu Anadolu,16,Erzurum,148,Karayazılıı
2,Doğu Anadolu,16,Erzurum,149,Köprüköy
2,Doğu Anadolu,16,Erzurum,150,Merkez
2,Doğu Anadolu,16,Erzurum,151,Narman
2,Doğu Anadolu,16,Erzurum,152,Oltu
2,Doğu Anadolu,16,Erzurum,153,Olur
2,Doğu Anadolu,16,Erzurum,154,Pasinler
2,Doğu Anadolu,16,Erzurum,155,Pazaryolu
2,Doğu Anadolu,16,Erzurum,156,Şenkaya
2,Doğu Anadolu,16,Erzurum,157,Tekman
2,Doğu Anadolu,16,Erzurum,158,Tortum
2,Doğu Anadolu,16,Erzurum,159,Uzundere
2,Doğu Anadolu,17,Hakkari,160,Beytüşşebap
2,Doğu Anadolu,17,Hakkari,161,Çukurca
2,Doğu Anadolu,17,Hakkari,162,Merkez
2,Doğu Anadolu,17,Hakkari,163,Şemdinli
2,Doğu Anadolu,17,Hakkari,164,Uludere
2,Doğu Anadolu,17,Hakkari,165,Yüksekova
2,Doğu Anadolu,18,Iğdır,166,Aralık
2,Doğu Anadolu,18,Iğdır,167,Karakoyunlu
2,Doğu Anadolu,18,Iğdır,168,Merkez
2,Doğu Anadolu,18,Iğdır,169,Tuzluca
2,Doğu Anadolu,19,Kars,170,Akyaka
2,Doğu Anadolu,19,Kars,171,Arpaçay
2,Doğu Anadolu,19,Kars,172,Digor
2,Doğu Anadolu,19,Kars,173,Kağızman
2,Doğu Anadolu,19,Kars,174,Merkez
2,Doğu Anadolu,19,Kars,175,Sarıkamış
2,Doğu Anadolu,19,Kars,176,Selim
2,Doğu Anadolu,19,Kars,177,Susuz
2,Doğu Anadolu,20,Malatya,178,Akçadağ
2,Doğu Anadolu,20,Malatya,179,Arapkir
2,Doğu Anadolu,20,Malatya,180,Arguvan
2,Doğu Anadolu,20,Malatya,181,Battalgazi
2,Doğu Anadolu,20,Malatya,182,Darende
2,Doğu Anadolu,20,Malatya,183,Doğanşehir
2,Doğu Anadolu,20,Malatya,184,Doğanyol
2,Doğu Anadolu,20,Malatya,185,Hekimhan
2,Doğu Anadolu,20,Malatya,186,Kale
2,Doğu Anadolu,20,Malatya,187,Kuluncak
2,Doğu Anadolu,20,Malatya,188,Merkez
2,Doğu Anadolu,20,Malatya,189,Pötürge
2,Doğu Anadolu,20,Malatya,190,Yazıhan
2,Doğu Anadolu,20,Malatya,191,Yeşilyurt
2,Doğu Anadolu,21,Muş,192,Bulanık
2,Doğu Anadolu,21,Muş,193,Hasköy
2,Doğu Anadolu,21,Muş,194,Kotkut
2,Doğu Anadolu,21,Muş,195,Malazgirt
2,Doğu Anadolu,21,Muş,196,Merkez
2,Doğu Anadolu,21,Muş,197,Varto
2,Doğu Anadolu,22,Tunceli,198,Çemişkezek
2,Doğu Anadolu,22,Tunceli,199,Hozat
2,Doğu Anadolu,22,Tunceli,200,Mazgirt
2,Doğu Anadolu,22,Tunceli,201,Merkez
2,Doğu Anadolu,22,Tunceli,202,Nazımiye
2,Doğu Anadolu,22,Tunceli,203,Ovacık
2,Doğu Anadolu,22,Tunceli,204,Pertek
2,Doğu Anadolu,22,Tunceli,205,Pülümür
2,Doğu Anadolu,23,Van,206,Bahçesaray
2,Doğu Anadolu,23,Van,207,Başkale
2,Doğu Anadolu,23,Van,208,Çaldıran
2,Doğu Anadolu,23,Van,209,Çatak
2,Doğu Anadolu,23,Van,210,Edremit
2,Doğu Anadolu,23,Van,211,Erciş
2,Doğu Anadolu,23,Van,212,Gevaş
2,Doğu Anadolu,23,Van,213,Merkez
3,Ege,24,Afyon,214,Başmakçı
3,Ege,24,Afyon,215,Bayat
3,Ege,24,Afyon,216,Bolvadin
3,Ege,24,Afyon,217,Çay
3,Ege,24,Afyon,218,Çobanlar
3,Ege,24,Afyon,219,Dazkırı
3,Ege,24,Afyon,220,Dinar
3,Ege,24,Afyon,221,Emirdağ
3,Ege,24,Afyon,222,Evciler
3,Ege,24,Afyon,223,Hocalar
3,Ege,24,Afyon,224,İhsaniye
3,Ege,24,Afyon,225,İscehisar
3,Ege,24,Afyon,226,Kızılören
3,Ege,24,Afyon,227,Merkez
3,Ege,24,Afyon,228,Sandıklı
3,Ege,24,Afyon,229,Sincanlı
3,Ege,24,Afyon,230,Şuhut
3,Ege,24,Afyon,231,Sultandağı
3,Ege,25,Aydın,232,Bozdoğan
3,Ege,25,Aydın,233,Buharkent
3,Ege,25,Aydın,234,Çine
3,Ege,25,Aydın,235,Didim
3,Ege,25,Aydın,236,Germencik
3,Ege,25,Aydın,237,İncirliova
3,Ege,25,Aydın,238,Karacasu
3,Ege,25,Aydın,239,Karpuzlu
3,Ege,25,Aydın,240,Koçarlı
3,Ege,25,Aydın,241,Köşk
3,Ege,25,Aydın,242,Kuşadası
3,Ege,25,Aydın,243,Kuyucak
3,Ege,25,Aydın,244,Merkez
3,Ege,25,Aydın,245,Nazilli
3,Ege,25,Aydın,246,Söke
3,Ege,25,Aydın,247,Sultanhisar
3,Ege,25,Aydın,248,Yenipazar
3,Ege,26,Denizli,249,Acıpayam
3,Ege,26,Denizli,250,Akköy
3,Ege,26,Denizli,251,Babadağ
3,Ege,26,Denizli,252,Baklan
3,Ege,26,Denizli,253,Bekilli
3,Ege,26,Denizli,254,Beyağaç
3,Ege,26,Denizli,255,Bozkurt
3,Ege,26,Denizli,256,Buldan
3,Ege,26,Denizli,257,Çal
3,Ege,26,Denizli,258,Çameli
3,Ege,26,Denizli,259,Çardak
3,Ege,26,Denizli,260,Çivril
3,Ege,26,Denizli,261,Güney
3,Ege,26,Denizli,262,Honaz
3,Ege,26,Denizli,263,Kale
3,Ege,26,Denizli,264,Merkez
3,Ege,26,Denizli,265,Sarayköy
3,Ege,26,Denizli,266,Serinhisar
3,Ege,26,Denizli,267,Tavas
3,Ege,27,İzmir,268,Aliağa
3,Ege,27,İzmir,269,Balçova
3,Ege,27,İzmir,270,Bayındır
3,Ege,27,İzmir,271,Bayraklı
3,Ege,27,İzmir,272,Bergama
3,Ege,27,İzmir,273,Beydağ
3,Ege,27,İzmir,274,Bornova
3,Ege,27,İzmir,275,Buca
3,Ege,27,İzmir,276,Çeşme
3,Ege,27,İzmir,277,Çiğli
3,Ege,27,İzmir,278,Dikili
3,Ege,27,İzmir,279,Foça
3,Ege,27,İzmir,280,Gaziemir
3,Ege,27,İzmir,281,Güzelbahçe
3,Ege,27,İzmir,282,Karabağlar
3,Ege,27,İzmir,283,Karaburun
3,Ege,27,İzmir,284,Karşıyaka
3,Ege,27,İzmir,285,Kemalpaşa
3,Ege,27,İzmir,286,Kınık
3,Ege,27,İzmir,287,Kiraz
3,Ege,27,İzmir,288,Konak
3,Ege,27,İzmir,289,Menderes
3,Ege,27,İzmir,290,Menemen
3,Ege,27,İzmir,291,Narlıdere
3,Ege,27,İzmir,292,Ödemiş
3,Ege,27,İzmir,293,Seferihisar
3,Ege,27,İzmir,294,Selçuk
3,Ege,27,İzmir,295,Tire
3,Ege,27,İzmir,296,Torbalı
3,Ege,27,İzmir,297,Urla
3,Ege,28,Kütahya,298,Altıntaş
3,Ege,28,Kütahya,299,Aslanapa
3,Ege,28,Kütahya,300,Çavdarhisar
3,Ege,28,Kütahya,301,Domaniç
3,Ege,28,Kütahya,302,Dumlupınar
3,Ege,28,Kütahya,303,Emet
3,Ege,28,Kütahya,304,Gediz
3,Ege,28,Kütahya,305,Hisarcık
3,Ege,28,Kütahya,306,Merkez
3,Ege,28,Kütahya,307,Pazarlar
3,Ege,28,Kütahya,308,Şaphane
3,Ege,28,Kütahya,309,Simav
3,Ege,28,Kütahya,310,Tavşanlı
3,Ege,29,Manisa,311,Ahmetli
3,Ege,29,Manisa,312,Akhisar
3,Ege,29,Manisa,313,Alaşehir
3,Ege,29,Manisa,314,Demirci
3,Ege,29,Manisa,315,Gölmarmara
3,Ege,29,Manisa,316,Gördes
3,Ege,29,Manisa,317,Kırkağaç
3,Ege,29,Manisa,318,Köprübaşı
3,Ege,29,Manisa,319,Kula
3,Ege,29,Manisa,320,Merkez
3,Ege,29,Manisa,321,Salihli
3,Ege,29,Manisa,322,Sarıgöl
3,Ege,29,Manisa,323,Saruhanlı
3,Ege,29,Manisa,324,Selendi
3,Ege,29,Manisa,325,Soma
3,Ege,29,Manisa,326,Turgutlu
3,Ege,30,Muğla,327,Bodrum
3,Ege,30,Muğla,328,Dalaman
3,Ege,30,Muğla,329,Datça
3,Ege,30,Muğla,330,Fethiye
3,Ege,30,Muğla,331,Kavaklıdere
3,Ege,30,Muğla,332,Köyceğiz
3,Ege,30,Muğla,333,Marmaris
3,Ege,30,Muğla,334,Merkez
3,Ege,30,Muğla,335,Milas
3,Ege,30,Muğla,336,Ortaca
3,Ege,30,Muğla,337,Ula
3,Ege,30,Muğla,338,Yatağan
3,Ege,31,Uşak,339,Banaz
3,Ege,31,Uşak,340,Eşme
3,Ege,31,Uşak,341,Karahallı
3,Ege,31,Uşak,342,Merkez
3,Ege,31,Uşak,343,Sivaslı
3,Ege,31,Uşak,344,Ulubey
4,Güneydoğu Anadolu,32,Adıyaman,345,Besni
4,Güneydoğu Anadolu,32,Adıyaman,346,Çelikhan
4,Güneydoğu Anadolu,32,Adıyaman,347,Gerger
4,Güneydoğu Anadolu,32,Adıyaman,348,Gölbaşı
4,Güneydoğu Anadolu,32,Adıyaman,349,Kâhta
4,Güneydoğu Anadolu,32,Adıyaman,350,Merkez
4,Güneydoğu Anadolu,32,Adıyaman,351,Samsat
4,Güneydoğu Anadolu,32,Adıyaman,352,Sincik
4,Güneydoğu Anadolu,32,Adıyaman,353,Tut
4,Güneydoğu Anadolu,33,Batman,354,Beşiri
4,Güneydoğu Anadolu,33,Batman,355,Gercüş
4,Güneydoğu Anadolu,33,Batman,356,Hasankeyf
4,Güneydoğu Anadolu,33,Batman,357,Kozluk
4,Güneydoğu Anadolu,33,Batman,358,Merkez
4,Güneydoğu Anadolu,33,Batman,359,Sason
4,Güneydoğu Anadolu,34,Diyarbakır,360,Bismil
4,Güneydoğu Anadolu,34,Diyarbakır,361,Çermik
4,Güneydoğu Anadolu,34,Diyarbakır,362,Çınar
4,Güneydoğu Anadolu,34,Diyarbakır,363,Çüngüş
4,Güneydoğu Anadolu,34,Diyarbakır,364,Dicle
4,Güneydoğu Anadolu,34,Diyarbakır,365,Eğil
4,Güneydoğu Anadolu,34,Diyarbakır,366,Ergani
4,Güneydoğu Anadolu,34,Diyarbakır,367,Hani
4,Güneydoğu Anadolu,34,Diyarbakır,368,Hazro
4,Güneydoğu Anadolu,34,Diyarbakır,369,Kocaköy
4,Güneydoğu Anadolu,34,Diyarbakır,370,Kulp
4,Güneydoğu Anadolu,34,Diyarbakır,371,Lice
4,Güneydoğu Anadolu,34,Diyarbakır,372,Merkez
4,Güneydoğu Anadolu,34,Diyarbakır,373,Silvan
4,Güneydoğu Anadolu,35,Gaziantep,374,Araban
4,Güneydoğu Anadolu,35,Gaziantep,375,İslahiye
4,Güneydoğu Anadolu,35,Gaziantep,376,Kargamış
4,Güneydoğu Anadolu,35,Gaziantep,377,Merkez
4,Güneydoğu Anadolu,35,Gaziantep,378,Nizip
4,Güneydoğu Anadolu,35,Gaziantep,379,Nurdağı
4,Güneydoğu Anadolu,35,Gaziantep,380,Oğuzeli
4,Güneydoğu Anadolu,35,Gaziantep,381,Şahinbey
4,Güneydoğu Anadolu,35,Gaziantep,382,Şehit Kamil
4,Güneydoğu Anadolu,35,Gaziantep,383,Yavuzeli
4,Güneydoğu Anadolu,36,Kilis,384,Elbeyli
4,Güneydoğu Anadolu,36,Kilis,385,Merkez
4,Güneydoğu Anadolu,36,Kilis,386,Musabeyli
4,Güneydoğu Anadolu,36,Kilis,387,Polateli
4,Güneydoğu Anadolu,37,Mardin,388,Dargeçit
4,Güneydoğu Anadolu,37,Mardin,389,Derik
4,Güneydoğu Anadolu,37,Mardin,390,Kızıltepe
4,Güneydoğu Anadolu,37,Mardin,391,Mazıdağı
4,Güneydoğu Anadolu,37,Mardin,392,Merkez
4,Güneydoğu Anadolu,37,Mardin,393,Midyat
4,Güneydoğu Anadolu,37,Mardin,394,Nusaybin
4,Güneydoğu Anadolu,37,Mardin,395,Ömerli
4,Güneydoğu Anadolu,37,Mardin,396,Savur
4,Güneydoğu Anadolu,37,Mardin,397,Yeşilli
4,Güneydoğu Anadolu,38,Şanlıurfa,398,Akçakale
4,Güneydoğu Anadolu,38,Şanlıurfa,399,Birecik
4,Güneydoğu Anadolu,38,Şanlıurfa,400,Bozova
4,Güneydoğu Anadolu,38,Şanlıurfa,401,Ceylanpınar
4,Güneydoğu Anadolu,38,Şanlıurfa,402,Halfeti
4,Güneydoğu Anadolu,38,Şanlıurfa,403,Harran
4,Güneydoğu Anadolu,38,Şanlıurfa,404,Hilvan
4,Güneydoğu Anadolu,38,Şanlıurfa,405,Merkez
4,Güneydoğu Anadolu,38,Şanlıurfa,406,Siverek
4,Güneydoğu Anadolu,38,Şanlıurfa,407,Suruç
4,Güneydoğu Anadolu,38,Şanlıurfa,408,Viranşehir
4,Güneydoğu Anadolu,39,Siirt,409,Aydınlar
4,Güneydoğu Anadolu,39,Siirt,410,Baykan
4,Güneydoğu Anadolu,39,Siirt,411,Eruh
4,Güneydoğu Anadolu,39,Siirt,412,Kurtalan
4,Güneydoğu Anadolu,39,Siirt,413,Merkez
4,Güneydoğu Anadolu,39,Siirt,414,Pervari
4,Güneydoğu Anadolu,39,Siirt,415,Şirvan
4,Güneydoğu Anadolu,40,Şırnak,416,Beytüşşebap
4,Güneydoğu Anadolu,40,Şırnak,417,Cizre
4,Güneydoğu Anadolu,40,Şırnak,418,Güçlükonak
4,Güneydoğu Anadolu,40,Şırnak,419,İdil
4,Güneydoğu Anadolu,40,Şırnak,420,Merkez
4,Güneydoğu Anadolu,40,Şırnak,421,Silopi
4,Güneydoğu Anadolu,40,Şırnak,422,Uludere
5,İç Anadolu,41,Aksaray,423,Eskil
5,İç Anadolu,41,Aksaray,424,Gülağaç
5,İç Anadolu,41,Aksaray,425,Güzelyurt
5,İç Anadolu,41,Aksaray,426,Merkez
5,İç Anadolu,41,Aksaray,427,Ortaköy
5,İç Anadolu,41,Aksaray,428,Sarıyahşi
5,İç Anadolu,42,Ankara,429,Akyurt
5,İç Anadolu,42,Ankara,430,Altındağ
5,İç Anadolu,42,Ankara,431,Ayaş
5,İç Anadolu,42,Ankara,432,Bala
5,İç Anadolu,42,Ankara,433,Beypazarı
5,İç Anadolu,42,Ankara,434,Çamlıdere
5,İç Anadolu,42,Ankara,435,Çankaya
5,İç Anadolu,42,Ankara,436,Çubuk
5,İç Anadolu,42,Ankara,437,Elmadağ
5,İç Anadolu,42,Ankara,438,Etimesgut
5,İç Anadolu,42,Ankara,439,Evren
5,İç Anadolu,42,Ankara,440,Gölbaşı
5,İç Anadolu,42,Ankara,441,Güdül
5,İç Anadolu,42,Ankara,442,Haymana
5,İç Anadolu,42,Ankara,443,Kalecik
5,İç Anadolu,42,Ankara,444,Kazan
5,İç Anadolu,42,Ankara,445,Keçiören
5,İç Anadolu,42,Ankara,446,Kızılcahamam
5,İç Anadolu,42,Ankara,447,Mamak
5,İç Anadolu,42,Ankara,448,Nallıhan
5,İç Anadolu,42,Ankara,449,Polatlı
5,İç Anadolu,42,Ankara,450,Şereflikoçhisar
5,İç Anadolu,42,Ankara,451,Sincan
5,İç Anadolu,42,Ankara,452,Yenimahalle
5,İç Anadolu,43,Çankırı,453,Atkaracalar
5,İç Anadolu,43,Çankırı,454,Bayramören
5,İç Anadolu,43,Çankırı,455,Çerkeş
5,İç Anadolu,43,Çankırı,456,Eldivan
5,İç Anadolu,43,Çankırı,457,Ilgaz
5,İç Anadolu,43,Çankırı,458,Kızılırmak
5,İç Anadolu,43,Çankırı,459,Korgun
5,İç Anadolu,43,Çankırı,460,Kurşunlu
5,İç Anadolu,43,Çankırı,461,Merkez
5,İç Anadolu,43,Çankırı,462,Orta
5,İç Anadolu,43,Çankırı,463,Şabanözü
5,İç Anadolu,43,Çankırı,464,Yapraklı
5,İç Anadolu,44,Eskişehir,465,Alpu
5,İç Anadolu,44,Eskişehir,466,Beylikova
5,İç Anadolu,44,Eskişehir,467,Çifteler
5,İç Anadolu,44,Eskişehir,468,Günyüzü
5,İç Anadolu,44,Eskişehir,469,Han
5,İç Anadolu,44,Eskişehir,470,İnönü
5,İç Anadolu,44,Eskişehir,471,Mahmudiye
5,İç Anadolu,44,Eskişehir,472,Merkez
5,İç Anadolu,44,Eskişehir,473,Mihalgazi
5,İç Anadolu,44,Eskişehir,474,Mihalıççık
5,İç Anadolu,44,Eskişehir,475,Sarıcakaya
5,İç Anadolu,44,Eskişehir,476,Seyitgazi
5,İç Anadolu,44,Eskişehir,477,Sivrihisar
5,İç Anadolu,45,Karaman,478,Ayrancı
5,İç Anadolu,45,Karaman,479,Ermenek
5,İç Anadolu,45,Karaman,480,Kâzımkarabekir
5,İç Anadolu,45,Karaman,481,Merkez
5,İç Anadolu,46,Kayseri,482,Akkışla
5,İç Anadolu,46,Kayseri,483,Bünyan
5,İç Anadolu,46,Kayseri,484,Develi
5,İç Anadolu,46,Kayseri,485,Felahiye
5,İç Anadolu,46,Kayseri,486,Hacılar
5,İç Anadolu,46,Kayseri,487,İncesu
5,İç Anadolu,46,Kayseri,488,Kocasinan
5,İç Anadolu,46,Kayseri,489,Melikgazi
5,İç Anadolu,46,Kayseri,490,Merkez
5,İç Anadolu,46,Kayseri,491,Özvatan
5,İç Anadolu,46,Kayseri,492,Pınarbaşı
5,İç Anadolu,46,Kayseri,493,Sarıoğlan
5,İç Anadolu,46,Kayseri,494,Sarız
5,İç Anadolu,46,Kayseri,495,Talas
5,İç Anadolu,46,Kayseri,496,Tomarza
5,İç Anadolu,46,Kayseri,497,Yahyalı
5,İç Anadolu,46,Kayseri,498,Yeşilhisar
5,İç Anadolu,47,Kırıkkale,499,Delice
5,İç Anadolu,47,Kırıkkale,500,Keskin
5,İç Anadolu,47,Kırıkkale,501,Merkez
5,İç Anadolu,47,Kırıkkale,502,Sulakyurt
5,İç Anadolu,48,Kırşehir,503,Akçakent
5,İç Anadolu,48,Kırşehir,504,Akpınar
5,İç Anadolu,48,Kırşehir,505,Boztepe
5,İç Anadolu,48,Kırşehir,506,Çiçekdağı
5,İç Anadolu,48,Kırşehir,507,Kaman
5,İç Anadolu,48,Kırşehir,508,Merkez
5,İç Anadolu,48,Kırşehir,509,Mucur
5,İç Anadolu,49,Konya,510,Ahırlı
5,İç Anadolu,49,Konya,511,Akören
5,İç Anadolu,49,Konya,512,Akşehir
5,İç Anadolu,49,Konya,513,Altınekin
5,İç Anadolu,49,Konya,514,Beyşehir
5,İç Anadolu,49,Konya,515,Bozkır
